name;open;high;low;close;volume;marketCap;timestamp
"2783";586977.7214283436;588209.0257396355;585556.627473524;586661.6083452253;289843208263.43274;11650038159797.346;"2025-05-13T20:00:00.000Z"
"2783";586668.7780341271;587079.9851690045;585113.083021278;585768.075605993;289702372297.4074;11624107297897.877;"2025-05-13T21:00:00.000Z"
"2783";585769.9165037974;586317.1104888587;584429.8860753636;584710.0156692786;290249241191.0068;11613662400553.518;"2025-05-13T22:00:00.000Z"
"2783";584648.9693816821;585147.3784499213;583447.291427242;584407.963229683;295283101516.2322;11614103783618.191;"2025-05-13T23:00:00.000Z"
"2783";584394.009215385;584449.8853813277;582338.8498382365;582988.9858410466;291158392806.8942;11581249794308.307;"2025-05-14T00:00:00.000Z"
"2783";582969.3502910942;583627.2665518757;581781.5139107987;582088.1451727893;290632706047.109;11562753903335.555;"2025-05-14T01:00:00.000Z"
"2783";582032.0805792242;582100.1394891625;580656.3719791806;581697.2587453941;196239550272.27014;11556674080558.188;"2025-05-14T02:00:00.000Z"
"2783";581819.38377138;581961.8161805017;580189.9480274515;580799.8285352295;287217876040.58984;11540965483171.209;"2025-05-14T03:00:00.000Z"
"2783";580799.7567808087;582151.0848287063;580204.9846445835;581617.3198515299;279207292973.344;11553681976011.068;"2025-05-14T04:00:00.000Z"
"2783";581626.4501234575;583140.3457698493;581406.0847935259;582645.4304968914;281808087849.1586;11569280694628.547;"2025-05-14T05:00:00.000Z"
"2783";582535.6203373158;582961.6184038533;581482.0484219489;581858.2363052446;275498974760.2937;11561107056005.71;"2025-05-14T06:00:00.000Z"
"2783";581832.7542369852;581874.9562838716;579922.493496595;581865.0216419348;276936272098.8241;11559348406828.266;"2025-05-14T07:00:00.000Z"
"2783";581961.8644984005;582237.3092985647;580346.9950670564;580576.0002182015;278635513544.9767;11527798788575.24;"2025-05-14T08:00:00.000Z"
"2783";580519.5408954713;580548.7932993999;577261.5218022224;580548.7932993999;281435878247.63794;11532373110404.785;"2025-05-14T09:00:00.000Z"
"2783";580551.5438992282;584529.2716029465;580305.097888558;583738.6054461277;281895671872.7062;11561789842479.209;"2025-05-14T10:00:00.000Z"
"2783";583108.574892668;583828.0814086734;582809.4179336263;582809.4179336263;284575121193.43945;11601607273650.277;"2025-05-14T11:00:00.000Z"
"2783";582990.9775805885;584458.737414652;582948.3882404323;583427.1096496802;280966615940.6329;11591338400324.336;"2025-05-14T12:00:00.000Z"
"2783";581953.1275305413;585080.4184548646;579428.7871469153;581633.4149914382;283276601053.7984;11544726537384.855;"2025-05-14T13:00:00.000Z"
"2783";581763.7698181286;582294.7806125141;577425.7481153505;579574.7027239864;287780675377.8679;11490261406143.45;"2025-05-14T14:00:00.000Z"
"2783";579627.0381593237;581001.5324800704;577945.3530601371;580912.4458082473;290050280883.94434;11537779511671.98;"2025-05-14T15:00:00.000Z"
"2783";580913.2084237743;581581.73492668;578958.9139133345;579909.3557823922;280270964741.4101;11528038508373.553;"2025-05-14T16:00:00.000Z"
"2783";580297.7312602971;580498.5076336937;576940.5913908103;579980.0650489088;279647920882.7544;11512295550036.514;"2025-05-14T17:00:00.000Z"
"2783";579889.1738613219;581562.0401088463;579889.1738613219;580985.8049072531;282978956083.4748;11538561079683.242;"2025-05-14T18:00:00.000Z"
"2783";581268.3965599586;583651.4412996928;581268.3965599586;581914.785351876;0;0;"2025-05-14T19:00:00Z"